relocate_id,release_siteid1,release_date,collect_siteid,type,pit_tag_ref,sex,length,weight,swab_id,bd_load
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,091104806,f,50,11,RKS3524,11328
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,091552028,f,45,8,RKS3523,528
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,080054873,m,55,13,RKS3522,45744
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,091025053,m,45,10,RKS3521,2496
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,090893577,m,48,11,RKS3520,2784
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,091549862,m,47,8,RKS3571,7968
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,091582797,m,50,18,RKS3569,0
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,080053099,m,55,14,RKS3568,1392
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,091283821,m,51,11,RKS3567,6144
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,091522614,f,44,9,RKS3566,4752
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,091546090,m,52,11,RKS3565,0
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,091292290,m,48,10,RKS3564,240
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,091109549,f,50,13,RKS3563,6432
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,091028796,m,46,8,RKS3562,23040
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,090871274,m,47,11,RKS3561,13536
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,091576079,f,54,13,RKS3560,48575.99999999999
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,080058516,f,54,14,RKS3559,0
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,091114006,f,44,9,RKS3555,816.0000000000001
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,080050325,f,49,10,RKS3554,0
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,080055334,f,54,13,RKS3553,480
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,091592889,f,51,13,RKS3552,1152
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,091529011,m,48,12,RKS3551,3264.0000000000005
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,091556840,f,48,10,RKS3550,6432
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,091538610,m,46,8,RKS3549,960
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,080052849,m,54,16,RKS3548,39216
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,091110838,NA,NA,NA,,NA
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,091336372,f,52,12,RKS3547,96
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,091347614,f,59,16,RKS3546,11760
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,080058043,f,46,10,RKS3545,0
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,091025592,m,51,12,RKS3544,10704
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,091594065,m,52,12,RKS3543,576
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,091586097,f,53,13,RKS3542,10368
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,080055025,f,51,12,RKS3541,4464
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,080047783,m,50,10,RKS3540,3744
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,091513056,f,49,10,RKS3539,13968
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,091373305,f,54,13,RKS3538,0
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,091362526,f,48,10,RKS3537,0
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,091598801,f,49,12,RKS3536,0
6ecd9b26-891f-4abb-ad87-a896ebaa12d9,70414,2006-07-18,72996,translocation,091089263,m,56,13,RKS3535,5088
872106e9-719d-411a-84d9-3bb4c3d3f9d2,70449,2014-06-28,72996,translocation,900043000104574,f,48,11,RKS16791,0
18ff669d-1a5f-4fb0-a175-f1cea1306afc,70449,2014-06-28,72996,translocation,900118001029229,f,46,11,RKS16790,1344.0000000000002
872106e9-719d-411a-84d9-3bb4c3d3f9d2,70449,2014-06-28,72996,translocation,900043000104536,m,48,10,RKS16789,0
872106e9-719d-411a-84d9-3bb4c3d3f9d2,70449,2014-06-28,72996,translocation,900043000104540,m,46,10,RKS16788,0
1cc3635f-9895-4aed-8e42-595a429d09cb,70449,2017-08-09,72996,translocation,900067000117432,f,48,10,RKS24174,2361.592
1cc3635f-9895-4aed-8e42-595a429d09cb,70449,2017-08-09,72996,translocation,900067000117444,f,51,12,RKS24173,5135.688
1cc3635f-9895-4aed-8e42-595a429d09cb,70449,2017-08-09,72996,translocation,900067000117406,f,48,10,RKS24172,90621.84
1cc3635f-9895-4aed-8e42-595a429d09cb,70449,2017-08-09,72996,translocation,900067000117475,f,54,15,RKS24171,9597.528
1cc3635f-9895-4aed-8e42-595a429d09cb,70449,2017-08-09,72996,translocation,900067000117387,f,51,11,RKS24170,46472.312
1cc3635f-9895-4aed-8e42-595a429d09cb,70449,2017-08-09,72996,translocation,900067000117466,m,45,10,RKS24169,2565.128
1cc3635f-9895-4aed-8e42-595a429d09cb,70449,2017-08-09,72996,translocation,900067000117438,f,51,14,RKS24168,0
1cc3635f-9895-4aed-8e42-595a429d09cb,70449,2017-08-09,72996,translocation,900067000117411,f,49,12,RKS24167,2255.76
1cc3635f-9895-4aed-8e42-595a429d09cb,70449,2017-08-09,72996,translocation,900067000117478,m,49,11,RKS24166,10441.488
1cc3635f-9895-4aed-8e42-595a429d09cb,70449,2017-08-09,72996,translocation,900067000117465,f,54,16,RKS24165,98.256
1cc3635f-9895-4aed-8e42-595a429d09cb,70449,2017-08-09,72996,translocation,900067000117423,m,47,13,RKS24164,59196.32
1cc3635f-9895-4aed-8e42-595a429d09cb,70449,2017-08-09,72996,translocation,900067000117446,f,45,9,RKS24163,535.64
1cc3635f-9895-4aed-8e42-595a429d09cb,70449,2017-08-09,72996,translocation,900067000117471,m,48,9,RKS24162,114414.88
1cc3635f-9895-4aed-8e42-595a429d09cb,70449,2017-08-09,72996,translocation,900067000117441,m,48,9,RKS24161,110315.6
1cc3635f-9895-4aed-8e42-595a429d09cb,70449,2017-08-09,72996,translocation,900067000117449,f,47,11,RKS24160,42798.624
1cc3635f-9895-4aed-8e42-595a429d09cb,70449,2017-08-09,72996,translocation,900067000117459,m,50,14,RKS24159,24225.736
290b79f5-38b4-466d-bff5-5e1d4109124d,70449,2014-06-28,72996,translocation,900043000104562,f,43,9,RKS16972,61056
290b79f5-38b4-466d-bff5-5e1d4109124d,70449,2014-06-28,72996,translocation,900043000104524,f,44,10,RKS16971,31295.999999999996
290b79f5-38b4-466d-bff5-5e1d4109124d,70449,2014-06-28,72996,translocation,900043000104516,f,44,10,RKS16970,384
290b79f5-38b4-466d-bff5-5e1d4109124d,70449,2014-06-28,72996,translocation,900043000104539,f,51,12,RKS16969,8304
290b79f5-38b4-466d-bff5-5e1d4109124d,70449,2014-06-28,72996,translocation,900043000104568,f,49,10,RKS16967,32736
290b79f5-38b4-466d-bff5-5e1d4109124d,70449,2014-06-28,72996,translocation,900043000104546,f,45,10,RKS16966,23472
290b79f5-38b4-466d-bff5-5e1d4109124d,70449,2014-06-28,72996,translocation,900043000104579,m,50,11,RKS16965,22560
290b79f5-38b4-466d-bff5-5e1d4109124d,70449,2014-06-28,72996,translocation,900043000104532,f,49,12,RKS16963,10992
290b79f5-38b4-466d-bff5-5e1d4109124d,70449,2014-06-28,72996,translocation,900043000104521,m,46,10,RKS16962,18336
290b79f5-38b4-466d-bff5-5e1d4109124d,70449,2014-06-28,72996,translocation,900043000104510,f,44,9,RKS16961,48
290b79f5-38b4-466d-bff5-5e1d4109124d,70449,2014-06-28,72996,translocation,900043000104553,f,44,8,RKS16960,1344.0000000000002
290b79f5-38b4-466d-bff5-5e1d4109124d,70449,2014-06-28,72996,translocation,900043000104526,m,48,11,RKS16959,5184
290b79f5-38b4-466d-bff5-5e1d4109124d,70449,2014-06-28,72996,translocation,900043000104589,f,46,9,RKS16957,64320
290b79f5-38b4-466d-bff5-5e1d4109124d,70449,2014-06-28,72996,translocation,900043000104513,m,50,12,RKS16958,2152080
290b79f5-38b4-466d-bff5-5e1d4109124d,70449,2014-06-28,72996,translocation,900043000104502,m,45,12,RKS16956,1152
290b79f5-38b4-466d-bff5-5e1d4109124d,70449,2014-06-28,72996,translocation,900043000104555,f,52,18,RKS16948,15216
290b79f5-38b4-466d-bff5-5e1d4109124d,70449,2014-06-28,72996,translocation,900043000104575,f,43,10,RKS16947,567120
290b79f5-38b4-466d-bff5-5e1d4109124d,70449,2014-06-28,72996,translocation,900043000104520,m,45,12,RKS16946,5664
872106e9-719d-411a-84d9-3bb4c3d3f9d2,70449,2014-06-28,72996,translocation,900043000104530,f,51,12,RKS16835,0
872106e9-719d-411a-84d9-3bb4c3d3f9d2,70449,2014-06-28,72996,translocation,900043000104547,m,47,10,RKS16834,864
872106e9-719d-411a-84d9-3bb4c3d3f9d2,70449,2014-06-28,72996,translocation,900043000104529,f,43,8,RKS16833,2640
872106e9-719d-411a-84d9-3bb4c3d3f9d2,70449,2014-06-28,72996,translocation,900043000104512,f,50,12,RKS16832,0
872106e9-719d-411a-84d9-3bb4c3d3f9d2,70449,2014-06-28,72996,translocation,900043000104561,m,43,8,RKS16831,0
872106e9-719d-411a-84d9-3bb4c3d3f9d2,70449,2014-06-28,72996,translocation,900043000104552,m,44,9,RKS16829,624
872106e9-719d-411a-84d9-3bb4c3d3f9d2,70449,2014-06-28,72996,translocation,900043000104567,f,45,9,RKS16828,148896
872106e9-719d-411a-84d9-3bb4c3d3f9d2,70449,2014-06-28,72996,translocation,900043000104522,m,47,10,RKS16827,144
872106e9-719d-411a-84d9-3bb4c3d3f9d2,70449,2014-06-28,72996,translocation,900043000104588,f,45,8,RKS16826,10368
872106e9-719d-411a-84d9-3bb4c3d3f9d2,70449,2014-06-28,72996,translocation,900043000104590,f,49,9,RKS16825,5808
872106e9-719d-411a-84d9-3bb4c3d3f9d2,70449,2014-06-28,72996,translocation,900043000104571,f,50,11,RKS16824,26256
290b79f5-38b4-466d-bff5-5e1d4109124d,70449,2014-06-28,72996,translocation,900043000104556,f,49,12,RKS16811,1488
290b79f5-38b4-466d-bff5-5e1d4109124d,70449,2014-06-28,72996,translocation,900043000104505,m,46,11,RKS16810,20736
290b79f5-38b4-466d-bff5-5e1d4109124d,70449,2014-06-28,72996,translocation,900043000104543,m,44,11,RKS16809,4560
1cc3635f-9895-4aed-8e42-595a429d09cb,70449,2017-08-09,72996,translocation,900067000117458,f,49,12,RKS24158,19540.144
1cc3635f-9895-4aed-8e42-595a429d09cb,70449,2017-08-09,72996,translocation,900067000117416,m,48,10,RKS24157,43696.248
1cc3635f-9895-4aed-8e42-595a429d09cb,70449,2017-08-09,72996,translocation,900067000117476,f,51,14,RKS24156,88469.84
1cc3635f-9895-4aed-8e42-595a429d09cb,70449,2017-08-09,72996,translocation,900067000117390,m,45,9,RKS24155,103.512
1cc3635f-9895-4aed-8e42-595a429d09cb,70449,2017-08-09,72996,translocation,900067000117453,f,47,12,RKS24154,199.104
1cc3635f-9895-4aed-8e42-595a429d09cb,70449,2017-08-09,72996,translocation,900067000117412,f,46,9,RKS24153,84710.16
1cc3635f-9895-4aed-8e42-595a429d09cb,70449,2017-08-09,72996,translocation,900067000117394,m,47,11,RKS24152,3694.048
1cc3635f-9895-4aed-8e42-595a429d09cb,70449,2017-08-09,72996,translocation,900067000117418,m,46,10,RKS24151,10760.144
1cc3635f-9895-4aed-8e42-595a429d09cb,70449,2017-08-09,72996,translocation,900067000114136,m,45,10,RKS24150,138226.16
1cc3635f-9895-4aed-8e42-595a429d09cb,70449,2017-08-09,72996,translocation,900067000114108,m,48,11,RKS24149,275489.12
1cc3635f-9895-4aed-8e42-595a429d09cb,70449,2017-08-09,72996,translocation,900067000114099,m,46,9,RKS24148,1770.536
1cc3635f-9895-4aed-8e42-595a429d09cb,70449,2017-08-09,72996,translocation,900067000114178,f,44,10,RKS24147,91505.92
1cc3635f-9895-4aed-8e42-595a429d09cb,70449,2017-08-09,72996,translocation,900067000114138,f,54,15,RKS24146,621.248
1cc3635f-9895-4aed-8e42-595a429d09cb,70449,2017-08-09,72996,translocation,900067000114018,f,48,10,RKS24145,1693.56
290b79f5-38b4-466d-bff5-5e1d4109124d,70449,2014-06-28,72996,translocation,900043000104591,f,49,14,RKS16808,25248
290b79f5-38b4-466d-bff5-5e1d4109124d,70449,2014-06-28,72996,translocation,900043000104587,f,43,11,RKS16806,24144
290b79f5-38b4-466d-bff5-5e1d4109124d,70449,2014-06-28,72996,translocation,900043000104554,m,43,12,RKS16804,6960
290b79f5-38b4-466d-bff5-5e1d4109124d,70449,2014-06-28,72996,translocation,900043000104599,m,44,12,RKS16803,864
872106e9-719d-411a-84d9-3bb4c3d3f9d2,70449,2014-06-28,72996,translocation,900043000104594,m,45,10,RKS16802,0
18ff669d-1a5f-4fb0-a175-f1cea1306afc,70449,2014-06-28,72996,translocation,900118001029497,m,51,14,RKS16801,25152
18ff669d-1a5f-4fb0-a175-f1cea1306afc,70449,2014-06-28,72996,translocation,900118001027515,f,49,14,RKS16800,1344.0000000000002
18ff669d-1a5f-4fb0-a175-f1cea1306afc,70449,2014-06-28,72996,translocation,900118001058387,f,50,12,RKS16799,48
872106e9-719d-411a-84d9-3bb4c3d3f9d2,70449,2014-06-28,72996,translocation,900043000104531,f,50,11,RKS16798,96
18ff669d-1a5f-4fb0-a175-f1cea1306afc,70449,2014-06-28,72996,translocation,900118001027772,f,42,8,RKS16797,0
872106e9-719d-411a-84d9-3bb4c3d3f9d2,70449,2014-06-28,72996,translocation,900043000104572,f,48,10,RKS16796,0
872106e9-719d-411a-84d9-3bb4c3d3f9d2,70449,2014-06-28,72996,translocation,900043000104549,m,43,9,RKS16795,48
872106e9-719d-411a-84d9-3bb4c3d3f9d2,70449,2014-06-28,72996,translocation,900043000104542,m,42,9,RKS16793,96
872106e9-719d-411a-84d9-3bb4c3d3f9d2,70449,2014-06-28,72996,translocation,900043000104584,m,43,10,RKS16792,0
b54d26ba-a4b1-4356-ac42-a87bf937aa3c,70505,2008-07-15,72996,translocation,985153000075252,f,48,10,RKS6394,96
9dfa3d87-8d70-416d-806f-e35ad8420f89,70505,2015-07-06,72996,translocation,900043000108208,f,53,14,,NA
fda1d70d-f1de-4406-9170-47d043c1aeff,70505,2013-07-16,72996,translocation,900118001059649,f,56,14,RKS16345,1488
fda1d70d-f1de-4406-9170-47d043c1aeff,70505,2013-07-16,72996,translocation,900118001058319,f,52,12,RKS16346,29136
fda1d70d-f1de-4406-9170-47d043c1aeff,70505,2013-07-16,72996,translocation,900118001057931,m,53,15,RKS16347,1392
fda1d70d-f1de-4406-9170-47d043c1aeff,70505,2013-07-16,72996,translocation,900118001058038,f,50,12,RKS16348,2640
fda1d70d-f1de-4406-9170-47d043c1aeff,70505,2013-07-16,72996,translocation,900118001065405,f,57,14,RKS16349,576
fda1d70d-f1de-4406-9170-47d043c1aeff,70505,2013-07-16,72996,translocation,900118001029978,m,55,16,RKS16350,6192
fda1d70d-f1de-4406-9170-47d043c1aeff,70505,2013-07-16,72996,translocation,900118001060646,f,51,11,RKS16351,2112
fda1d70d-f1de-4406-9170-47d043c1aeff,70505,2013-07-16,72996,translocation,121012035780,m,56,14,RKS16352,2256
fda1d70d-f1de-4406-9170-47d043c1aeff,70505,2013-07-16,72996,translocation,900118001057979,m,52,13,RKS16353,5712
fda1d70d-f1de-4406-9170-47d043c1aeff,70505,2013-07-16,72996,translocation,900118001057400,f,48,12,RKS16354,5712
fda1d70d-f1de-4406-9170-47d043c1aeff,70505,2013-07-16,72996,translocation,900118001058090,f,48,12,RKS16355,768
fda1d70d-f1de-4406-9170-47d043c1aeff,70505,2013-07-16,72996,translocation,900118001059787,m,50,12,RKS16356,1488
fda1d70d-f1de-4406-9170-47d043c1aeff,70505,2013-07-16,72996,translocation,900118001031300,m,55,16,RKS16357,96
fda1d70d-f1de-4406-9170-47d043c1aeff,70505,2013-07-16,72996,translocation,900118001027915,f,50,12,RKS16358,26400
fda1d70d-f1de-4406-9170-47d043c1aeff,70505,2013-07-16,72996,translocation,900118001058985,m,51,12,RKS16360,69984
fda1d70d-f1de-4406-9170-47d043c1aeff,70505,2013-07-16,72996,translocation,900118001030064,f,48,10,RKS16361,11088
fda1d70d-f1de-4406-9170-47d043c1aeff,70505,2013-07-16,72996,translocation,900118001031708,m,49,10,RKS16362,11712
fda1d70d-f1de-4406-9170-47d043c1aeff,70505,2013-07-16,72996,translocation,900118001029790,f,53,14,RKS16363,240
fda1d70d-f1de-4406-9170-47d043c1aeff,70505,2013-07-16,72996,translocation,900118001030547,f,49,10,RKS16364,480
9dfa3d87-8d70-416d-806f-e35ad8420f89,70505,2015-07-06,72996,translocation,900043000108351,f,53,15,RKS18336,113658.24
9dfa3d87-8d70-416d-806f-e35ad8420f89,70505,2015-07-06,72996,translocation,900043000108271,f,52,16,RKS18337,32788.32
9dfa3d87-8d70-416d-806f-e35ad8420f89,70505,2015-07-06,72996,translocation,900043000108311,f,50,14,RKS18338,530614.56
9dfa3d87-8d70-416d-806f-e35ad8420f89,70505,2015-07-06,72996,translocation,900043000108229,f,51,15,RKS18339,14417.76
9dfa3d87-8d70-416d-806f-e35ad8420f89,70505,2015-07-06,72996,translocation,900043000108326,f,46,12,RKS18340,232729.92
9dfa3d87-8d70-416d-806f-e35ad8420f89,70505,2015-07-06,72996,translocation,900043000108202,f,49,13,RKS18343,45472.8
9dfa3d87-8d70-416d-806f-e35ad8420f89,70505,2015-07-06,72996,translocation,900043000108294,f,49,14,RKS18344,396.96
9dfa3d87-8d70-416d-806f-e35ad8420f89,70505,2015-07-06,72996,translocation,900043000108242,f,50,16,RKS18345,81018.24
9dfa3d87-8d70-416d-806f-e35ad8420f89,70505,2015-07-06,72996,translocation,900043000108289,f,49,14,RKS18346,29177.76
9dfa3d87-8d70-416d-806f-e35ad8420f89,70505,2015-07-06,72996,translocation,900043000108353,m,47,12,RKS18347,194669.28
9dfa3d87-8d70-416d-806f-e35ad8420f89,70505,2015-07-06,72996,translocation,900043000108364,f,50,15,RKS18348,183488.64
9dfa3d87-8d70-416d-806f-e35ad8420f89,70505,2015-07-06,72996,translocation,900043000108280,m,49,11,RKS18349,185806.56
9dfa3d87-8d70-416d-806f-e35ad8420f89,70505,2015-07-06,72996,translocation,900043000108359,m,47,13,RKS18350,113815.68
9dfa3d87-8d70-416d-806f-e35ad8420f89,70505,2015-07-06,72996,translocation,900043000108373,m,48,12,RKS18351,461.76
9dfa3d87-8d70-416d-806f-e35ad8420f89,70505,2015-07-06,72996,translocation,900043000108392,f,56,17,RKS18353,11880
9dfa3d87-8d70-416d-806f-e35ad8420f89,70505,2015-07-06,72996,translocation,900043000108235,f,51,15,RKS18354,138525.12
9dfa3d87-8d70-416d-806f-e35ad8420f89,70505,2015-07-06,72996,translocation,900043000108230,m,50,14,RKS18355,24521.28
9dfa3d87-8d70-416d-806f-e35ad8420f89,70505,2015-07-06,72996,translocation,900043000108215,f,53,16,RKS18356,3618.72
9dfa3d87-8d70-416d-806f-e35ad8420f89,70505,2015-07-06,72996,translocation,900043000108241,f,48,12,RKS18357,6928.8
36519a0a-f3ea-487a-ae1c-6b732c8f2768,70505,2017-08-09,72996,translocation,900067000114765,m,48,10,RKS24063,9866.472
36519a0a-f3ea-487a-ae1c-6b732c8f2768,70505,2017-08-09,72996,translocation,900067000116860,m,46,10,RKS24064,78608.184
36519a0a-f3ea-487a-ae1c-6b732c8f2768,70505,2017-08-09,72996,translocation,900067000114102,f,48,9,RKS24065,15691.24
36519a0a-f3ea-487a-ae1c-6b732c8f2768,70505,2017-08-09,72996,translocation,900067000114147,f,47,9,RKS24066,6688.448
36519a0a-f3ea-487a-ae1c-6b732c8f2768,70505,2017-08-09,72996,translocation,900067000114123,m,53,12,RKS24067,133174.16
36519a0a-f3ea-487a-ae1c-6b732c8f2768,70505,2017-08-09,72996,translocation,900067000114105,m,49,9,RKS24068,33746.976
36519a0a-f3ea-487a-ae1c-6b732c8f2768,70505,2017-08-09,72996,translocation,900067000114152,m,44,8,RKS24069,19773.176
36519a0a-f3ea-487a-ae1c-6b732c8f2768,70505,2017-08-09,72996,translocation,900067000116911,f,46,11,RKS24070,897.736
36519a0a-f3ea-487a-ae1c-6b732c8f2768,70505,2017-08-09,72996,translocation,900067000114081,f,48,11,RKS24071,2957.288
36519a0a-f3ea-487a-ae1c-6b732c8f2768,70505,2017-08-09,72996,translocation,900067000114115,f,49,10,RKS24090,1392.664
36519a0a-f3ea-487a-ae1c-6b732c8f2768,70505,2017-08-09,72996,translocation,900067000114119,f,46,10,RKS24091,39173.232
36519a0a-f3ea-487a-ae1c-6b732c8f2768,70505,2017-08-09,72996,translocation,900067000114097,f,48,11,RKS24092,11927.608
36519a0a-f3ea-487a-ae1c-6b732c8f2768,70505,2017-08-09,72996,translocation,900067000116900,m,48,9,RKS24093,1132.32
36519a0a-f3ea-487a-ae1c-6b732c8f2768,70505,2017-08-09,72996,translocation,900067000114157,m,51,12,RKS24094,5477.48
36519a0a-f3ea-487a-ae1c-6b732c8f2768,70505,2017-08-09,72996,translocation,900067000114089,f,47,10,RKS24095,2667.064
36519a0a-f3ea-487a-ae1c-6b732c8f2768,70505,2017-08-09,72996,translocation,900067000114085,f,52,11,RKS24106,7302.312
36519a0a-f3ea-487a-ae1c-6b732c8f2768,70505,2017-08-09,72996,translocation,900067000113895,m,48,10,RKS24107,16809.488
36519a0a-f3ea-487a-ae1c-6b732c8f2768,70505,2017-08-09,72996,translocation,900067000113978,m,45,10,RKS24132,39105.024
36519a0a-f3ea-487a-ae1c-6b732c8f2768,70505,2017-08-09,72996,translocation,900067000114179,f,46,10,RKS24133,24869.48
36519a0a-f3ea-487a-ae1c-6b732c8f2768,70505,2017-08-09,72996,translocation,900067000113939,f,52,11,RKS24134,53144.016
36519a0a-f3ea-487a-ae1c-6b732c8f2768,70505,2017-08-09,72996,translocation,900067000114112,f,50,10,RKS24135,8476.112
36519a0a-f3ea-487a-ae1c-6b732c8f2768,70505,2017-08-09,72996,translocation,900067000114126,m,50,11,RKS24136,3093.512
36519a0a-f3ea-487a-ae1c-6b732c8f2768,70505,2017-08-09,72996,translocation,900067000114153,m,46,9,RKS24137,5305.648
36519a0a-f3ea-487a-ae1c-6b732c8f2768,70505,2017-08-09,72996,translocation,900067000114159,m,52,13,RKS24138,121522.72
36519a0a-f3ea-487a-ae1c-6b732c8f2768,70505,2017-08-09,72996,translocation,900067000114168,f,45,10,RKS24139,47922.192
36519a0a-f3ea-487a-ae1c-6b732c8f2768,70505,2017-08-09,72996,translocation,900067000114092,f,49,10,RKS24140,28446.504
36519a0a-f3ea-487a-ae1c-6b732c8f2768,70505,2017-08-09,72996,translocation,900067000114145,f,49,10,RKS24141,113028.64
36519a0a-f3ea-487a-ae1c-6b732c8f2768,70505,2017-08-09,72996,translocation,900067000114150,f,47,11,RKS24142,9561.96
36519a0a-f3ea-487a-ae1c-6b732c8f2768,70505,2017-08-09,72996,translocation,900067000114164,f,53,10,RKS24143,363874.64
36519a0a-f3ea-487a-ae1c-6b732c8f2768,70505,2017-08-09,72996,translocation,900067000114128,f,40,11,RKS24144,0
b54d26ba-a4b1-4356-ac42-a87bf937aa3c,70505,2008-07-15,72996,translocation,985121012029339,m,49,10,RKS6213,48
b54d26ba-a4b1-4356-ac42-a87bf937aa3c,70505,2008-07-15,72996,translocation,985121012027934,m,47,10,RKS6214,3216
b54d26ba-a4b1-4356-ac42-a87bf937aa3c,70505,2008-07-15,72996,translocation,985121012029379,f,55,15,RKS6216,11376
b54d26ba-a4b1-4356-ac42-a87bf937aa3c,70505,2008-07-15,72996,translocation,985121012035780,m,57,16,RKS6217,192
b54d26ba-a4b1-4356-ac42-a87bf937aa3c,70505,2008-07-15,72996,translocation,985121012024075,m,50,12,RKS6219,108432
b54d26ba-a4b1-4356-ac42-a87bf937aa3c,70505,2008-07-15,72996,translocation,985121012029294,m,50,11,RKS6220,91872
b54d26ba-a4b1-4356-ac42-a87bf937aa3c,70505,2008-07-15,72996,translocation,985121012031001,f,49,12,RKS6221,2928
b54d26ba-a4b1-4356-ac42-a87bf937aa3c,70505,2008-07-15,72996,translocation,985121011993027,m,46,9,RKS6222,240
b54d26ba-a4b1-4356-ac42-a87bf937aa3c,70505,2008-07-15,72996,translocation,985121012031275,m,51,12,RKS6233,13632
