site_id,type,release_date,pit_tag_ref
70505,translocation,2017-08-09,900067000114112
70505,translocation,2017-08-09,900067000114115
70505,translocation,2017-08-09,900067000114119
70505,translocation,2017-08-09,900067000114123
70505,translocation,2017-08-09,900067000114126
70505,translocation,2017-08-09,900067000114128
70505,translocation,2017-08-09,900067000114145
70505,translocation,2017-08-09,900067000114147
70505,translocation,2017-08-09,900067000114150
70505,translocation,2017-08-09,900067000114152
70505,translocation,2017-08-09,900067000114153
70505,translocation,2017-08-09,900067000114157
70505,translocation,2017-08-09,900067000114159
70505,translocation,2017-08-09,900067000114164
70505,translocation,2017-08-09,900067000114168
70505,translocation,2017-08-09,900067000114179
70505,translocation,2017-08-09,900067000114765
70505,translocation,2017-08-09,900067000116860
70505,translocation,2017-08-09,900067000116900
70505,translocation,2017-08-09,900067000116911
70550,translocation,2006-08-07,062374570
70550,translocation,2006-08-07,080045534
70550,translocation,2006-08-07,080045779
70550,translocation,2006-08-07,080048769
70550,translocation,2006-08-07,080052585
70550,translocation,2006-08-07,080068126
70550,translocation,2006-08-07,080374566
70550,translocation,2006-08-07,090873349
70550,translocation,2006-08-07,090891807
70550,translocation,2006-08-07,091020125
70550,translocation,2006-08-07,091021044
70550,translocation,2006-08-07,091022277
70550,translocation,2006-08-07,091034860
70550,translocation,2006-08-07,091063878
70550,translocation,2006-08-07,091066872
70550,translocation,2006-08-07,091072047
70550,translocation,2006-08-07,091094305
70550,translocation,2006-08-07,091110803
70550,translocation,2006-08-07,091120768
70550,translocation,2006-08-07,091315561
70550,translocation,2006-08-07,091318870
70550,translocation,2006-08-07,091320558
70550,translocation,2006-08-07,091336278
70550,translocation,2006-08-07,091344771
70550,translocation,2006-08-07,091346622
70550,translocation,2006-08-07,091356306
70550,translocation,2006-08-07,091356534
70550,translocation,2006-08-07,091357564
70550,translocation,2006-08-07,091515292
70550,translocation,2006-08-07,091529336
70550,translocation,2006-08-07,091530379
70550,translocation,2006-08-07,091571769
70550,translocation,2006-08-07,091572056
70550,translocation,2006-08-07,091573095
70550,translocation,2006-08-07,091575537
70550,translocation,2006-08-07,091582279
70550,translocation,2006-08-07,091582868
70550,translocation,2006-08-07,091601297
70550,translocation,2006-08-07,118001058990
70550,translocation,2006-08-07,900118001060333
70550,translocation,2013-07-16,900118001028456
70550,translocation,2013-07-16,900118001029814
70550,translocation,2013-07-16,900118001030025
70550,translocation,2013-07-16,900118001030063
70550,translocation,2013-07-16,900118001030093
70550,translocation,2013-07-16,900118001030163
70550,translocation,2013-07-16,900118001030750
70550,translocation,2013-07-16,900118001031196
70550,translocation,2013-07-16,900118001031343
70550,translocation,2013-07-16,900118001031348
70550,translocation,2013-07-16,900118001031752
70550,translocation,2013-07-16,900118001057579
70550,translocation,2013-07-16,900118001057905
70550,translocation,2013-07-16,900118001058841
70550,translocation,2013-07-16,900118001058870
70550,translocation,2013-07-16,900118001059003
70550,translocation,2013-07-16,900118001059949
70550,translocation,2013-07-16,900118001065754
70550,translocation,2013-07-16,900118001067329
70550,translocation,2013-07-16,985121013702904
70556,translocation,2018-08-16,900043000144415
70556,translocation,2018-08-16,900043000144416
70556,translocation,2018-08-16,900043000144426
70556,translocation,2018-08-16,900043000144427
70556,translocation,2018-08-16,900043000144446
70556,translocation,2018-08-16,900043000144447
70556,translocation,2018-08-16,900043000144463
70556,translocation,2018-08-16,900043000144465
70556,translocation,2018-08-16,900043000144471
70556,translocation,2018-08-16,900043000144480
70556,translocation,2018-08-16,900043000144482
70556,translocation,2018-08-16,900067000117311
70556,translocation,2018-08-16,900067000117332
70556,translocation,2018-08-16,900067000117357
70556,translocation,2018-08-16,900067000117359
70556,translocation,2018-08-16,900067000117392
70556,translocation,2018-08-16,900067000117401
70556,translocation,2018-08-16,900067000117402
70556,translocation,2018-08-16,900067000117408
70556,translocation,2018-08-16,900067000117422
70556,translocation,2018-08-16,900067000117424
70556,translocation,2018-08-16,900067000117430
70556,translocation,2018-08-16,900067000117431
70556,translocation,2018-08-16,900067000117435
70556,translocation,2018-08-16,900067000117447
70556,translocation,2018-08-16,900067000117454
70556,translocation,2018-08-16,900067000117460
70556,translocation,2018-08-16,900067000117463
70556,translocation,2018-08-16,900067000117464
70556,translocation,2018-08-16,900067000117473
70556,translocation,2020-07-09,900043000144407
70556,translocation,2020-07-09,900043000144411
70556,translocation,2020-07-09,900043000144430
70556,translocation,2020-07-09,900043000144451
70556,translocation,2020-07-09,900043000144466
70556,translocation,2020-07-09,900043000144468
70556,translocation,2020-07-09,900043000144487
70556,translocation,2020-07-09,900043000144670
70556,translocation,2020-07-09,900067000116989
70556,translocation,2020-07-09,900067000117058
70556,translocation,2020-07-09,900067000117096
70556,translocation,2020-07-09,900067000117103
70556,translocation,2020-07-09,900067000117120
70556,translocation,2020-07-09,900067000117134
70556,translocation,2020-07-09,900067000117135
70556,translocation,2020-07-09,900067000117159
70556,translocation,2020-07-09,900067000117219
70556,translocation,2020-07-09,900067000117361
70619,translocation,2008-07-15,985121011981122
70619,translocation,2008-07-15,985121011986696
70619,translocation,2008-07-15,985121011988199
70619,translocation,2008-07-15,985121011991157
70619,translocation,2008-07-15,985121012023060
70619,translocation,2008-07-15,985121012023067
70619,translocation,2008-07-15,985121012024185
70619,translocation,2008-07-15,985121012024211
70619,translocation,2008-07-15,985121012024601
70619,translocation,2008-07-15,985121012025837
70619,translocation,2008-07-15,985121012026041
70619,translocation,2008-07-15,985121012027480
70619,translocation,2008-07-15,985121012027520
70619,translocation,2008-07-15,985121012027625
70619,translocation,2008-07-15,985121012028461
70619,translocation,2008-07-15,985121012028793
70619,translocation,2008-07-15,985121012029320
70619,translocation,2008-07-15,985121012029588
70619,translocation,2008-07-15,985121012029728
70619,translocation,2008-07-15,985121012030900
70619,translocation,2008-07-15,985121012031389
70619,translocation,2008-07-15,985121012033178
70619,translocation,2008-07-15,985121012052049
70619,translocation,2008-07-15,985121012056454
70619,translocation,2008-07-15,985121013699370
70619,translocation,2008-07-15,985121013700755
70619,translocation,2008-07-15,985121013701012
70619,translocation,2008-07-15,985121013702881
70619,translocation,2008-07-15,985121013704817
70619,translocation,2008-07-15,985121013705102
70619,translocation,2008-07-15,985121013706912
70619,translocation,2008-07-15,985121013709017
70619,translocation,2008-07-15,985121013711374
70619,translocation,2008-07-15,985121013713217
70619,translocation,2008-07-15,985121013713747
70619,translocation,2008-07-15,985121013715395
70628,translocation,2020-08-05,982126058790465
70628,translocation,2020-08-05,982126058790469
70628,translocation,2020-08-05,982126058790481
70628,translocation,2020-08-05,982126058790483
70628,translocation,2020-08-05,982126058790484
70628,translocation,2020-08-05,982126058790488
70628,translocation,2020-08-05,982126058790494
70628,translocation,2020-08-05,982126058790496
70628,translocation,2020-08-05,982126058790508
70628,translocation,2020-08-05,982126058790510
70628,translocation,2020-08-05,982126058790511
70628,translocation,2020-08-05,982126058790524
70628,translocation,2020-08-05,982126058790527
70628,translocation,2020-08-05,982126058790538
70628,translocation,2020-08-05,982126058790545
70628,translocation,2020-08-05,982126058790549
70628,translocation,2020-08-05,982126058790554
70628,translocation,2020-08-05,982126058790557
70628,translocation,2020-08-05,982126058790578
70628,translocation,2020-08-05,982126058790597
70628,translocation,2020-08-05,982126058790601
70628,translocation,2020-08-05,982126058790610
70628,translocation,2020-08-05,982126058790613
70628,translocation,2020-08-05,982126058790614
70628,translocation,2020-08-05,982126058790615
70628,translocation,2020-08-05,982126058790617
70628,translocation,2020-08-05,982126058790618
70628,translocation,2020-08-05,982126058790626
70628,translocation,2020-08-05,982126058790634
70628,translocation,2020-08-05,982126058790639
70641,translocation,2015-08-12,900043000104460
70641,translocation,2015-08-12,900043000104497
70641,translocation,2015-08-12,900067000063902
70641,translocation,2015-08-12,900067000063903
70641,translocation,2015-08-12,900067000063904
70641,translocation,2015-08-12,900067000063905
70641,translocation,2015-08-12,900067000063906
70641,translocation,2015-08-12,900067000063907
70641,translocation,2015-08-12,900067000063910
70641,translocation,2015-08-12,900067000063911
70641,translocation,2015-08-12,900067000063912
70641,translocation,2015-08-12,900067000063913
70641,translocation,2015-08-12,900067000063914
70641,translocation,2015-08-12,900067000063915
70641,translocation,2015-08-12,900067000063917
70641,translocation,2015-08-12,900067000063918
70641,translocation,2015-08-12,900067000063919
70641,translocation,2015-08-12,900067000063920
70641,translocation,2015-08-12,900067000063921
70641,translocation,2015-08-12,900067000063922
70641,translocation,2015-08-12,900067000063924
70641,translocation,2015-08-12,900067000063925
70641,translocation,2015-08-12,900067000063926
70641,translocation,2015-08-12,900067000063928
70641,translocation,2015-08-12,900067000063929
70641,translocation,2015-08-12,900067000063930
70641,translocation,2015-08-12,900067000063931
70641,translocation,2015-08-12,900067000063932
70641,translocation,2015-08-12,900067000063933
70641,translocation,2015-08-12,900067000063935
70641,translocation,2015-08-12,900067000063936
70641,translocation,2015-08-12,900067000063937
70641,translocation,2015-08-12,900067000063938
70641,translocation,2015-08-12,900067000063939
70641,translocation,2015-08-12,900067000063940
70641,translocation,2015-08-12,900067000063941
70641,translocation,2015-08-12,900067000063942
70641,translocation,2015-08-12,900067000063943
70641,translocation,2015-08-12,900067000063944
70641,translocation,2015-08-12,900067000063945
70641,translocation,2015-08-12,900067000063946
70641,translocation,2015-08-12,900067000063947
70641,translocation,2015-08-12,900067000063948
70641,translocation,2015-08-12,900067000063949
70641,translocation,2015-08-12,900067000063950
70641,translocation,2015-08-12,900067000063951
70641,translocation,2015-08-12,900067000063952
70641,translocation,2015-08-12,900067000063953
70641,translocation,2015-08-12,900067000063954
70641,translocation,2015-08-12,900067000063956
70641,translocation,2015-08-12,900067000063957
70641,translocation,2015-08-12,900067000063958
70641,translocation,2015-08-12,900067000063959
70641,translocation,2015-08-12,900067000063961
70641,translocation,2015-08-12,900067000063962
70641,translocation,2015-08-12,900067000063963
70641,translocation,2015-08-12,900067000063966
70641,translocation,2015-08-12,900067000063968
70641,translocation,2015-08-12,900067000063969
70641,translocation,2015-08-12,900067000063970
70641,translocation,2015-08-12,900067000063971
70641,translocation,2015-08-12,900067000063972
70641,translocation,2015-08-12,900067000063974
70641,translocation,2015-08-12,900067000063975
70641,translocation,2015-08-12,900067000063977
70641,translocation,2015-08-12,900067000063978
70641,translocation,2015-08-12,900067000063979
70641,translocation,2015-08-12,900067000063980
70641,translocation,2015-08-12,900067000063981
70641,translocation,2015-08-12,900067000063982
70641,translocation,2015-08-12,900067000063983
70641,translocation,2015-08-12,900067000063985
70641,translocation,2015-08-12,900067000063986
70641,translocation,2015-08-12,900067000063987
70641,translocation,2015-08-12,900067000063988
70641,translocation,2015-08-12,900067000063993
70641,translocation,2015-08-12,900067000063995
70641,translocation,2015-08-12,900067000063996
70641,translocation,2015-08-12,900067000063997
70641,translocation,2015-08-12,900067000064000
70641,translocation,2015-08-12,900067000114499
70641,translocation,2015-08-12,982000365440172
70641,translocation,2015-08-12,982000365440186
70641,translocation,2015-08-12,982000365440187
70641,translocation,2015-08-12,982000365440196
70641,translocation,2015-08-12,982000365440197
70641,translocation,2015-08-12,982000365440205
70641,translocation,2015-08-12,982000365440211
70641,translocation,2015-08-12,982000365440245
70641,translocation,2015-08-12,982000365440260
70641,translocation,2015-08-12,982000365440269
70641,translocation,2015-08-12,982000365440278
70641,translocation,2015-08-12,982000365440280
70641,translocation,2015-08-12,982000365440285
70641,translocation,2015-08-12,982000365440287
70641,translocation,2015-08-12,982000365440332
70641,translocation,2015-08-12,982000365440336
70641,translocation,2015-08-12,982000365440349
70641,translocation,2015-08-12,982000365440352
70641,translocation,2017-08-09,900067000116883
70641,translocation,2017-08-09,900067000116890
70641,translocation,2017-08-09,900067000116898
70641,translocation,2017-08-09,900067000116914
70641,translocation,2017-08-09,900067000116917
70641,translocation,2017-08-09,900067000116921
70641,translocation,2017-08-09,900067000116952
70641,translocation,2017-08-09,900067000116955
70641,translocation,2017-08-09,900067000116969
70641,translocation,2017-08-09,900067000117381
70641,translocation,2017-08-09,900067000117388
70641,translocation,2017-08-09,900067000117395
70641,translocation,2017-08-09,900067000117396
70641,translocation,2017-08-09,900067000117398
70641,translocation,2017-08-09,900067000117409
70641,translocation,2017-08-09,900067000117410
70641,translocation,2017-08-09,900067000117414
70641,translocation,2017-08-09,900067000117415
70641,translocation,2017-08-09,900067000117419
70641,translocation,2017-08-09,900067000117425
70641,translocation,2017-08-09,900067000117427
70641,translocation,2017-08-09,900067000117428
70641,translocation,2017-08-09,900067000117429
70641,translocation,2017-08-09,900067000117436
70641,translocation,2017-08-09,900067000117437
70641,translocation,2017-08-09,900067000117440
70641,translocation,2017-08-09,900067000117442
70641,translocation,2017-08-09,900067000117443
70641,translocation,2017-08-09,900067000117479
70641,translocation,2020-08-05,982126058790358
70641,translocation,2020-08-05,982126058790368
70641,translocation,2020-08-05,982126058790370
70641,translocation,2020-08-05,982126058790394
70641,translocation,2020-08-05,982126058790460
70641,translocation,2020-08-05,982126058790461
70641,translocation,2020-08-05,982126058790464
70641,translocation,2020-08-05,982126058790467
70641,translocation,2020-08-05,982126058790470
70641,translocation,2020-08-05,982126058790473
70641,translocation,2020-08-05,982126058790475
70641,translocation,2020-08-05,982126058790479
70641,translocation,2020-08-05,982126058790482
70641,translocation,2020-08-05,982126058790492
70641,translocation,2020-08-05,982126058790493
70641,translocation,2020-08-05,982126058790495
70641,translocation,2020-08-05,982126058790498
70641,translocation,2020-08-05,982126058790501
70641,translocation,2020-08-05,982126058790503
70641,translocation,2020-08-05,982126058790512
70641,translocation,2020-08-05,982126058790517
70641,translocation,2020-08-05,982126058790521
70641,translocation,2020-08-05,982126058790522
70641,translocation,2020-08-05,982126058790531
70641,translocation,2020-08-05,982126058790535
70641,translocation,2020-08-05,982126058790537
70641,translocation,2020-08-05,982126058790540
70641,translocation,2020-08-05,982126058790542
70641,translocation,2020-08-05,982126058790556
70641,translocation,2020-08-05,982126058790630
74976,translocation,2018-07-18,900067000117285
74976,translocation,2018-07-18,900067000117350
74976,translocation,2018-07-18,900067000117385
74976,translocation,2018-07-18,900067000117389
74976,translocation,2018-07-18,900067000117393
74976,translocation,2018-07-18,900067000117396
74976,translocation,2018-07-18,900067000117399
74976,translocation,2018-07-18,900067000117405
74976,translocation,2018-07-18,900067000117407
74976,translocation,2018-07-18,900067000117420
74976,translocation,2018-07-18,900067000117433
74976,translocation,2018-07-18,900067000117439
74976,translocation,2018-07-18,900067000117445
74976,translocation,2018-07-18,900067000117451
74976,translocation,2018-07-18,900067000117467
74976,translocation,2018-07-18,900067000117469
74976,translocation,2018-07-18,900067000117470
74976,translocation,2018-07-18,900067000117477
74976,translocation,2020-07-06,900043000144021
74976,translocation,2020-07-06,900043000144422
74976,translocation,2020-07-06,900043000144473
74976,translocation,2020-07-06,900043000144475
74976,translocation,2020-07-06,900043000144484
74976,translocation,2020-07-06,900043000144831
74976,translocation,2020-07-06,900067000116982
74976,translocation,2020-07-06,900067000116985
74976,translocation,2020-07-06,900067000117027
74976,translocation,2020-07-06,900067000117043
74976,translocation,2020-07-06,900067000117080
74976,translocation,2020-07-06,900067000117102
74976,translocation,2020-07-06,900067000117113
74976,translocation,2020-07-06,900067000117123
74976,translocation,2020-07-06,900067000117130
74976,translocation,2020-07-06,900067000117157
74976,translocation,2020-07-06,900067000117176
74976,translocation,2020-07-06,900067000117177
